834000.326559,473300.96845759836,365373.7591,478606.8212274712,675044.8162568132,312738.34532,318046.417056,345850.5107205544,290748.975558,317236.06016342796,360903.391329,326498.0359414603,399137.131562,473738.884534,310235.4528824891,473254.07228689763,328207.692424523,312738.34532,670944.5553641774,288823.729794817,
834000.326559,473300.96845759836,365373.7591,478606.8212274712,675044.8162568132,312738.34532,318046.417056,345850.5107205544,317236.06016342796,360903.391329,326498.0359414603,456028.8394074503,473738.884534,310235.4528824891,473254.07228689763,328207.692424523,312738.34532,670944.5553641774,288823.729794817,347736.582592,
834000.326559,473300.96845759836,365373.7591,478606.8212274712,312738.34532,326304.3267035229,345850.5107205544,317236.06016342796,360903.391329,326498.0359414603,456028.8394074503,473738.884534,310235.4528824891,473254.07228689763,328207.692424523,312738.34532,670944.5553641774,288823.729794817,347736.582592,998655.501859,
834000.326559,473300.96845759836,311956.001159,478606.8212274712,312738.34532,326304.3267035229,345850.5107205544,317236.06016342796,365373.7591,326498.0359414603,456028.8394074503,528318.4887917034,310235.4528824891,473254.07228689763,328207.692424523,312738.34532,288823.729794817,347736.582592,998655.501859,636685.902178,
834000.326559,473300.96845759836,311956.001159,478606.8212274712,312738.34532,326304.3267035229,317236.06016342796,362527.521311,326498.0359414603,456028.8394074503,528318.4887917034,310235.4528824891,473254.07228689763,328207.692424523,312738.34532,288823.729794817,347736.582592,998655.501859,636685.902178,362527.521311,
834000.326559,473300.96845759836,311956.001159,478606.8212274712,312738.34532,326304.3267035229,317236.06016342796,362527.521311,326498.0359414603,456028.8394074503,528318.4887917034,504021.5387886644,328207.692424523,312738.34532,288823.729794817,347736.582592,816864.170857,636685.902178,362527.521311,306648.9392999375,
834000.326559,448532.4244422516,311956.001159,478606.8212274712,312738.34532,326304.3267035229,317236.06016342796,362527.521311,326498.0359414603,456028.8394074503,528318.4887917034,341542.392353,312738.34532,288823.729794817,347736.582592,816864.170857,636685.902178,362527.521311,306648.9392999375,448532.4244422516,
834000.326559,448532.4244422516,311956.001159,478606.8212274712,339946.227239,317236.06016342796,362527.521311,326498.0359414603,456028.8394074503,528318.4887917034,341542.392353,386138.687,288823.729794817,347736.582592,816864.170857,636685.902178,362527.521311,306648.9392999375,448532.4244422516,386635.90252168156,
834000.326559,448532.4244422516,311956.001159,416967.425114,339946.227239,362527.521311,325478.37518969155,456028.8394074503,463908.900566,341542.392353,386138.687,288823.729794817,347736.582592,816864.170857,636685.902178,362527.521311,306648.9392999375,448532.4244422516,386635.90252168156,297116.937541,
834000.326559,448532.4244422516,311956.001159,416967.425114,339946.227239,362527.521311,325478.37518969155,456028.8394074503,463908.900566,341542.392353,288823.729794817,347736.582592,816864.170857,636685.902178,362527.521311,306648.9392999375,448532.4244422516,464010.65369760594,297116.937541,318459.497377323,
